iter	Passed	Remaining
719	34078	155244
720	34120	155173
721	34154	155066
722	34193	154982
723	34239	154930
724	34287	154886
725	34329	154814
726	34377	154770
727	34424	154719
728	34470	154669
729	34522	154643
730	34561	154556
731	34609	154514
732	34642	154402
733	34693	154370
734	34739	154321
735	34787	154275
736	34837	154239
737	34888	154210
738	34920	154095
739	34970	154058
740	35012	153987
741	35054	153916
742	35096	153846
743	35144	153803
744	35201	153799
745	35239	153712
746	35285	153659
747	35323	153573
748	35365	153501
749	35397	153387
750	35436	153308
751	35486	153269
752	35525	153187
753	35575	153153
754	35634	153155
755	35691	153153
756	35751	153158
757	35817	153192
758	35859	153124
759	35910	153092
760	35958	153048
761	36003	152992
762	36044	152918
763	36081	152828
764	36124	152763
765	36171	152712
766	36223	152685
767	36273	152650
768	36327	152631
769	36390	152650
770	36458	152690
771	36493	152591
772	36543	152555
773	36592	152516
774	36640	152472
775	36682	152400
776	36731	152362
777	36770	152282
778	36808	152196
779	36852	152135
780	36896	152072
781	36944	152031
782	36989	151974
783	37035	151922
784	37085	151885
785	37119	151785
786	37159	151706
787	37193	151604
788	37240	151557
789	37284	151498
790	37327	151432
791	37370	151371
792	37425	151352
793	37469	151294
794	37516	151246
795	37566	151208
796	37613	151161
797	37665	151132
798	37708	151069
799	37754	151017
800	37792	150935
801	37831	150855
802	37884	150831
803	37921	150743
804	37964	150677
805	38010	150628
806	38049	150549
807	38085	150455
808	38132	150408
809	38180	150363
810	38227	150316
811	38270	150254
812	38314	150196
813	38358	150136
814	38399	150062
815	38449	150028
816	38495	149978
817	38533	149893
818	38576	149831
819	38624	149788
820	38672	149744
821	38710	149661
822	38757	149613
823	38804	149565
824	38848	149508
825	38895	149460
826	38941	149410
827	38986	149355
828	39037	149321
829	39082	149266
830	39134	149237
831	39170	149148
832	39217	149101
833	39257	149029
834	39290	148928
835	39335	148872
836	39385	148837
837	39433	148792
838	39472	148716
839	39517	148661
840	39565	148617
841	39617	148589
842	39680	148601
843	39724	148544
844	39767	148482
845	39810	148417
846	39852	148351
847	39893	148283
848	39938	148227
849	39985	148179
850	40022	148095
851	40070	148052
852	40108	147973
853	40153	147919
854	40198	147863
855	40249	147832
856	40307	147825
857	40369	147832
858	40437	147862
859	40486	147823
860	40552	147843
861	40620	147874
862	40698	147939
863	40736	147858
864	40785	147816
865	40831	147766
866	40865	147671
867	40915	147634
868	40963	147589
869	41008	147536
870	41041	147438
871	41083	147374
872	41134	147340
873	41183	147299
874	41227	147241
875	41274	147191
876	41312	147115
877	41354	147048
878	41400	146999
879	41448	146954
880	41484	146865
881	41532	146823
882	41574	146759
883	41622	146715
884	41664	146650
885	41709	146593
886	41747	146515
887	41794	146469
888	41841	146422
889	41881	146349
890	41919	146272
891	41980	146271
892	42023	146212
893	42071	146167
894	42113	146101
895	42152	146029
896	42190	145949
897	42238	145905
898	42290	145875
899	42328	145797
900	42378	145761
901	42422	145705
902	42461	145628
903	42511	145592
904	42559	145548
905	42613	145524
906	42660	145478
907	42707	145432
908	42744	145348
909	42791	145301
910	42840	145263
911	42887	145216
912	42939	145183
913	42986	145138
914	43033	145091
915	43066	144996
916	43105	144923
917	43149	144865
918	43189	144796
919	43236	144747
920	43280	144691
921	43331	144658
922	43372	144590
923	43414	144526
924	43453	144451
925	43493	144383
926	43544	144349
927	43585	144284
928	43636	144249
929	43678	144185
930	43717	144113
931	43755	144037
932	43803	143993
933	43848	143938
934	43893	143886
935	43942	143846
936	43986	143790
937	44034	143746
938	44087	143719
939	44134	143673
940	44174	143603
941	44235	143600
942	44283	143556
943	44331	143512
944	44375	143456
945	44423	143415
946	44474	143380
947	44511	143300
948	44563	143269
949	44607	143214
950	44651	143156
951	44695	143100
952	44742	143055
953	44794	143024
954	44840	142973
955	44888	142928
956	44923	142843
957	44966	142784
958	45000	142698
959	45042	142634
960	45090	142591
961	45136	142541
962	45177	142476
963	45218	142409
964	45257	142339
965	45295	142264
966	45344	142222
967	45391	142175
968	45435	142119
969	45477	142058
970	45519	141997
971	45569	141959
972	45611	141898
973	45662	141862
974	45702	141796
975	45748	141746
976	45792	141689
977	45839	141644
978	45884	141589
979	45927	141530
980	45972	141477
981	46021	141437
982	46069	141395
983	46115	141346
984	46157	141284
985	46208	141249
986	46255	141204
987	46306	141169
988	46353	141122
989	46397	141066
990	46448	141032
991	46498	140994
992	46542	140938
993	46587	140887
994	46629	140825
995	46661	140733
996	46697	140653
997	46748	140620
998	46790	140560
999	46828	140485
1000	46869	140420
1001	46911	140360
1002	46956	140307
1003	47004	140263
1004	47049	140210
1005	47109	140204
1006	47155	140156
1007	47201	140107
1008	47252	140071
1009	47296	140017
1010	47342	139966
1011	47389	139920
1012	47428	139849
1013	47467	139780
1014	47507	139715
1015	47554	139667
1016	47593	139597
1017	47648	139574
1018	47696	139532
1019	47751	139508
1020	47815	139513
1021	47873	139499
1022	47937	139500
1023	48008	139524
1024	48067	139512
1025	48126	139500
1026	48165	139432
1027	48215	139394
1028	48264	139353
1029	48306	139291
1030	48352	139242
1031	48400	139199
1032	48445	139147
1033	48489	139090
1034	48532	139032
1035	48580	138987
1036	48627	138942
1037	48666	138872
1038	48713	138827
1039	48754	138763
1040	48802	138719
1041	48842	138652
1042	48881	138583
1043	48925	138527
1044	48972	138482
1045	49018	138431
1046	49060	138371
1047	49108	138329
1048	49147	138259
1049	49190	138201
1050	49225	138120
1051	49261	138043
1052	49309	138000
1053	49346	137927
1054	49395	137887
1055	49441	137837
1056	49480	137767
1057	49528	137724
1058	49566	137652
1059	49637	137673
1060	49737	137774
1061	49855	137923
1062	49962	138043
1063	50077	138184
1064	50154	138218
1065	50272	138366
1066	50389	138511
1067	50501	138642
1068	50612	138770
1069	50664	138735
1070	50780	138876
1071	50838	138856
1072	50880	138795
1073	50929	138752
1074	50988	138734
1075	51036	138691
1076	51097	138679
1077	51136	138610
1078	51183	138561
1079	51233	138519
1080	51274	138455
1081	51321	138405
1082	51372	138368
1083	51422	138327
1084	51465	138269
1085	51509	138212
1086	51546	138136
1087	51598	138101
1088	51644	138049
1089	51687	137990
1090	51732	137936
1091	51779	137888
1092	51809	137795
1093	51855	137744
1094	51889	137661
1095	51935	137611
1096	51978	137551
1097	52028	137509
1098	52067	137440
1099	52115	137394
1100	52164	137351
1101	52205	137287
1102	52239	137205
1103	52288	137162
1104	52333	137108
1105	52379	137058
1106	52431	137022
1107	52468	136947
1108	52508	136881
1109	52575	136887
1110	52631	136859
1111	52663	136773
1112	52713	136732
1113	52764	136694
1114	52812	136649
1115	52862	136609
1116	52909	136560
1117	52956	136511
1118	53007	136474
1119	53046	136405
1120	53097	136366
1121	53133	136291
1122	53181	136245
1123	53228	136196
1124	53272	136141
1125	53317	136086
1126	53370	136055
1127	53421	136016
1128	53462	135952
1129	53500	135880
1130	53556	135857
1131	53644	135911
1132	53691	135862
1133	53729	135792
1134	53771	135731
1135	53822	135692
1136	53866	135637
1137	53911	135583
1138	53958	135535
1139	53998	135469
1140	54042	135415
1141	54082	135348
1142	54122	135281
1143	54165	135223
1144	54216	135185
1145	54263	135138
1146	54305	135076
1147	54350	135023
1148	54396	134974
1149	54454	134952
1150	54576	135088
1151	54636	135073
1152	54686	135031
1153	54719	134948
1154	54770	134910
1155	54826	134883
1156	54876	134844
1157	54922	134791
1158	54960	134722
1159	55011	134684
1160	55053	134622
1161	55092	134555
1162	55133	134491
1163	55182	134447
1164	55218	134373
1165	55262	134317
1166	55295	134235
1167	55342	134186
1168	55386	134130
1169	55426	134066
1170	55461	133989
1171	55513	133952
1172	55562	133908
1173	55611	133865
1174	55649	133796
1175	55684	133717
1176	55725	133655
1177	55778	133621
1178	55822	133567
1179	55866	133510
1180	55919	133478
1181	55961	133417
1182	56002	133355
1183	56050	133308
1184	56097	133260
1185	56141	133205
1186	56182	133142
1187	56219	133072
1188	56269	133031
1189	56316	132982
1190	56352	132908
1191	56397	132854
1192	56444	132808
1193	56494	132767
1194	56546	132729
1195	56592	132680
1196	56636	132623
1197	56686	132584
1198	56729	132525
1199	56774	132474
1200	56819	132422
1201	56852	132341
1202	56893	132278
1203	56944	132238
1204	56995	132201
1205	57039	132146
1206	57087	132100
1207	57120	132019
1208	57167	131973
1209	57216	131928
1210	57260	131872
1211	57308	131828
1212	57357	131784
1213	57408	131746
1214	57452	131691
1215	57499	131642
1216	57540	131581
1217	57583	131524
1218	57630	131477
1219	57667	131407
1220	57719	131369
1221	57768	131326
1222	57815	131277
1223	57859	131222
1224	57900	131162
1225	57954	131131
1226	57991	131060
1227	58039	131014
1228	58084	130961
1229	58135	130923
1230	58183	130878
1231	58230	130830
1232	58274	130775
1233	58311	130705
1234	58359	130659
1235	58402	130601
1236	58445	130545
1237	58487	130486
1238	58527	130423
1239	58567	130359
1240	58607	130295
1241	58650	130241
1242	58697	130193
1243	58746	130149
1244	58790	130094
1245	58833	130038
1246	58870	129967
1247	58916	129918
1248	58962	129868
1249	59002	129804
1250	59051	129761
1251	59098	129714
1252	59143	129661
1253	59183	129600
1254	59228	129547
1255	59276	129502
1256	59322	129453
1257	59366	129398
1258	59413	129350
1259	59463	129309
1260	59505	129251
1261	59535	129167
1262	59583	129120
1263	59626	129065
1264	59677	129025
1265	59708	128943
1266	59756	128897
1267	59800	128844
1268	59846	128795
1269	59880	128719
1270	59922	128662
1271	59973	128622
1272	60020	128574
1273	60068	128530
1274	60118	128488
1275	60173	128458
1276	60210	128389
1277	60244	128314
1278	60290	128263
1279	60336	128215
1280	60376	128151
1281	60432	128123
1282	60490	128100
1283	60554	128088
1284	60609	128058
1285	60669	128037
1286	60735	128031
1287	60786	127990
1288	60851	127981
1289	60908	127955
1290	60959	127915
1291	61003	127862
1292	61048	127809
1293	61095	127762
1294	61130	127689
1295	61173	127634
1296	61217	127580
1297	61269	127541
1298	61313	127489
1299	61354	127429
1300	61402	127383
1301	61447	127330
1302	61495	127285
1303	61541	127236
1304	61588	127188
1305	61634	127138
1306	61676	127081
1307	61724	127036
1308	61772	126989
1309	61816	126936
1310	61865	126892
1311	61904	126828
1312	61937	126751
1313	61985	126706
1314	62025	126646
1315	62056	126565
1316	62095	126501
1317	62127	126422
1318	62177	126382
1319	62231	126349
1320	62282	126308
1321	62325	126253
1322	62371	126204
1323	62419	126159
1324	62494	126168
1325	62542	126122
1326	62584	126065
1327	62620	125996
1328	62701	126016
1329	62776	126024
1330	62823	125977
1331	62864	125918
1332	62921	125891
1333	62965	125837
1334	63039	125842
1335	63104	125831
1336	63144	125770
1337	63194	125727
1338	63239	125676
1339	63281	125618
1340	63327	125568
1341	63377	125526
1342	63418	125468
1343	63452	125393
1344	63499	125346
1345	63549	125304
1346	63597	125259
1347	63642	125207
1348	63693	125167
1349	63731	125103
1350	63772	125043
1351	63834	125024
1352	63886	124987
1353	63925	124923
1354	63965	124862
1355	64006	124802
1356	64050	124749
1357	64092	124691
1358	64138	124643
1359	64183	124591
1360	64237	124557
1361	64288	124517
1362	64347	124493
1363	64406	124469
1364	64464	124443
1365	64527	124425
1366	64582	124393
1367	64648	124382
1368	64691	124326
1369	64744	124290
1370	64788	124236
1371	64840	124199
1372	64888	124153
1373	64931	124097
1374	64989	124071
1375	65035	124021
1376	65076	123962
1377	65127	123921
1378	65167	123860
1379	65217	123819
1380	65271	123784
1381	65315	123730
1382	65358	123675
1383	65402	123622
1384	65453	123581
1385	65498	123530
1386	65539	123471
1387	65584	123419
1388	65631	123372
1389	65676	123321
1390	65728	123282
1391	65775	123234
1392	65819	123181
1393	65865	123131
1394	65907	123075
1395	65948	123015
1396	65994	122965
1397	66046	122927
1398	66091	122876
1399	66139	122831
1400	66175	122762
1401	66215	122702
1402	66265	122659
1403	66304	122596
1404	66352	122550
1405	66402	122509
1406	66442	122449
1407	66481	122386
1408	66509	122304
1409	66555	122254
1410	66599	122200
1411	66635	122133
1412	66681	122085
1413	66719	122020
1414	66759	121960
1415	66810	121920
1416	66850	121859
1417	66883	121786
1418	66933	121745
1419	66974	121686
1420	67023	121642
1421	67066	121588
1422	67102	121520
1423	67142	121460
1424	67182	121399
1425	67230	121353
1426	67278	121309
1427	67320	121252
1428	67363	121198
1429	67411	121152
1430	67451	121092
1431	67492	121033
1432	67541	120990
1433	67583	120934
1434	67618	120865
1435	67662	120812
1436	67706	120759
1437	67756	120717
1438	67794	120655
1439	67836	120597
1440	67887	120558
1441	67931	120505
1442	67972	120447
1443	68026	120413
1444	68079	120376
1445	68124	120324
1446	68175	120284
1447	68220	120234
1448	68264	120180
1449	68302	120118
1450	68351	120074
1451	68399	120028
1452	68439	119969
1453	68486	119922
1454	68533	119874
1455	68583	119832
1456	68625	119777
1457	68669	119724
1458	68713	119671
1459	68759	119623
1460	68792	119551
1461	68832	119490
1462	68867	119423
1463	68908	119366
1464	68959	119326
1465	69005	119276
1466	69053	119231
1467	69091	119168
1468	69130	119107
1469	69180	119066
1470	69229	119022
1471	69274	118970
1472	69305	118897
1473	69389	118913
1474	69446	118883
1475	69493	118835
1476	69538	118784
1477	69587	118741
1478	69632	118690
1479	69680	118645
1480	69726	118596
1481	69781	118563
1482	69825	118510
1483	69870	118459
1484	69906	118394
1485	69942	118328
1486	69990	118282
1487	70024	118213
1488	70069	118163
1489	70114	118112
1490	70163	118069
1491	70210	118020
1492	70252	117965
1493	70289	117902
1494	70333	117850
1495	70387	117814
1496	70432	117763
1497	70480	117719
1498	70517	117653
1499	70560	117601
1500	70604	117549
1501	70653	117505
1502	70694	117448
1503	70741	117400
1504	70783	117344
1505	70838	117311
1506	70885	117264
1507	70934	117219
1508	70982	117175
1509	71038	117142
1510	71084	117093
1511	71131	117046
1512	71177	116998
1513	71217	116940
1514	71251	116870
1515	71290	116811
1516	71324	116743
1517	71373	116698
1518	71406	116629
1519	71449	116575
1520	71494	116524
1521	71535	116468
1522	71573	116406
1523	71619	116357
1524	71669	116315
1525	71724	116282
1526	71770	116233
1527	71813	116179
1528	71864	116139
1529	71912	116093
1530	71956	116042
1531	71994	115980
1532	72034	115921
1533	72078	115869
1534	72125	115824
1535	72175	115781
1536	72213	115719
1537	72264	115680
1538	72316	115640
1539	72346	115566
1540	72393	115519
1541	72449	115486
1542	72486	115423
1543	72532	115376
1544	72571	115315
1545	72621	115273
1546	72668	115226
1547	72710	115172
1548	72763	115134
1549	72812	115090
1550	72850	115028
1551	72893	114976
1552	72938	114926
1553	72991	114888
1554	73036	114839
1555	73084	114793
1556	73126	114737
1557	73173	114691
1558	73234	114666
1559	73350	114727
1560	73455	114770
1561	73547	114794
1562	73678	114878
1563	73727	114833
1564	73765	114772
1565	73803	114711
1566	73848	114661
1567	73890	114605
1568	73931	114549
1569	73976	114498
1570	74023	114451
1571	74065	114396
1572	74121	114362
1573	74182	114336
1574	74234	114297
1575	74282	114251
1576	74330	114206
1577	74377	114158
1578	74422	114107
1579	74488	114090
1580	74544	114055
1581	74588	114004
1582	74629	113948
1583	74683	113910
1584	74727	113859
1585	74778	113818
1586	74823	113766
1587	74878	113732
1588	74917	113673
1589	74954	113610
1590	74992	113548
1591	75039	113502
1592	75086	113455
1593	75117	113383
1594	75147	113310
1595	75191	113259
1596	75225	113191
1597	75263	113130
1598	75312	113086
1599	75355	113033
1600	75425	113019
1601	75499	113012
1602	75612	113064
1603	75668	113031
1604	75712	112978
1605	75747	112914
1606	75793	112865
1607	75849	112831
1608	75897	112784
1609	75948	112743
1610	75995	112695
1611	76035	112638
1612	76076	112581
1613	76135	112551
1614	76237	112585
1615	76342	112624
1616	76457	112677
1617	76527	112662
1618	76617	112677
1619	76745	112749
1620	76842	112775
1621	76931	112787
1622	77014	112793
1623	77078	112770
1624	77116	112708
1625	77167	112666
1626	77209	112611
1627	77253	112558
1628	77305	112518
1629	77349	112465
1630	77385	112400
1631	77470	112408
1632	77520	112364
1633	77565	112313
1634	77610	112261
1635	77662	112221
1636	77706	112169
1637	77749	112115
1638	77790	112057
1639	77839	112012
1640	77895	111977
1641	77925	111905
1642	77975	111861
1643	78006	111790
1644	78049	111736
1645	78089	111678
1646	78136	111630
1647	78180	111577
1648	78219	111517
1649	78259	111461
1650	78301	111405
1651	78350	111360
1652	78388	111299
1653	78427	111239
1654	78472	111189
1655	78522	111144
1656	78566	111092
1657	78605	111034
1658	78649	110980
1659	78689	110923
1660	78726	110862
1661	78775	110816
1662	78816	110759
1663	78863	110712
1664	78910	110663
1665	78946	110600
