iter	Passed	Remaining
1666	79005	110570
1667	79060	110533
1668	79105	110482
1669	79142	110420
1670	79185	110366
1671	79230	110316
1672	79281	110274
1673	79314	110206
1674	79363	110160
1675	79447	110165
1676	79498	110122
1677	79543	110071
1678	79590	110022
1679	79627	109962
1680	79669	109907
1681	79712	109852
1682	79742	109782
1683	79780	109721
1684	79820	109664
1685	79868	109617
1686	79916	109571
1687	79962	109521
1688	79994	109453
1689	80032	109393
1690	80075	109339
1691	80144	109322
1692	80219	109312
1693	80265	109263
1694	80318	109223
1695	80367	109178
1696	80398	109109
1697	80445	109060
1698	80494	109016
1699	80554	108985
1700	80596	108931
1701	80633	108869
1702	80681	108823
1703	80717	108760
1704	80767	108716
1705	80816	108671
1706	80857	108615
1707	80903	108565
1708	80943	108508
1709	80983	108452
1710	81028	108401
1711	81070	108346
1712	81122	108304
1713	81161	108246
1714	81200	108189
1715	81251	108146
1716	81310	108114
1717	81366	108077
1718	81408	108023
1719	81453	107972
1720	81502	107928
1721	81547	107877
1722	81595	107831
1723	81644	107786
1724	81690	107736
1725	81733	107683
1726	81779	107634
1727	81824	107583
1728	81866	107529
1729	81907	107474
1730	81946	107415
1731	81975	107344
1732	82024	107299
1733	82066	107245
1734	82103	107184
1735	82155	107142
1736	82187	107075
1737	82227	107019
1738	82273	106970
1739	82310	106908
1740	82342	106841
1741	82376	106777
1742	82424	106730
1743	82473	106686
1744	82511	106626
1745	82552	106570
1746	82587	106508
1747	82638	106466
1748	82689	106423
1749	82730	106367
1750	82763	106301
1751	82806	106248
1752	82847	106194
1753	82895	106148
1754	82940	106097
1755	82980	106041
1756	83028	105995
1757	83075	105947
1758	83116	105892
1759	83161	105842
1760	83210	105796
1761	83260	105753
1762	83305	105703
1763	83341	105642
1764	83392	105599
1765	83427	105535
1766	83473	105487
1767	83510	105427
1768	83558	105381
1769	83599	105326
1770	83636	105265
1771	83681	105215
1772	83720	105157
1773	83754	105094
1774	83798	105042
1775	83844	104994
1776	83903	104961
1777	83950	104915
1778	83999	104869
1779	84049	104826
1780	84103	104786
1781	84188	104786
1782	84301	104821
1783	84400	104837
1784	84439	104780
1785	84484	104730
1786	84535	104687
1787	84577	104634
1788	84621	104582
1789	84677	104545
1790	84717	104489
1791	84756	104432
1792	84798	104378
1793	84849	104335
1794	84913	104308
1795	84958	104258
1796	85003	104208
1797	85045	104154
1798	85083	104096
1799	85163	104089
1800	85217	104049
1801	85261	103998
1802	85302	103942
1803	85351	103897
1804	85400	103852
1805	85444	103800
1806	85487	103749
1807	85536	103703
1808	85582	103654
1809	85624	103600
1810	85671	103553
1811	85715	103501
1812	85763	103455
1813	85808	103405
1814	85847	103347
1815	85878	103281
1816	85924	103231
1817	85965	103177
1818	85997	103112
1819	86037	103055
1820	86079	103002
1821	86125	102953
1822	86173	102907
1823	86207	102844
1824	86256	102798
1825	86302	102749
1826	86344	102696
1827	86377	102631
1828	86411	102569
1829	86458	102521
1830	86514	102485
1831	86560	102435
1832	86609	102391
1833	86657	102344
1834	86701	102294
1835	86748	102246
1836	86800	102204
1837	86841	102150
1838	86882	102094
1839	86928	102045
1840	86979	102003
1841	87027	101956
1842	87079	101915
1843	87119	101859
1844	87164	101810
1845	87222	101775
1846	87264	101721
1847	87316	101680
1848	87361	101630
1849	87406	101580
1850	87455	101535
1851	87507	101493
1852	87570	101464
1853	87637	101440
1854	87758	101477
1855	87826	101454
1856	87878	101412
1857	87926	101366
1858	87975	101321
1859	88022	101273
1860	88069	101225
1861	88109	101169
1862	88159	101125
1863	88213	101085
1864	88266	101044
1865	88319	101004
1866	88367	100957
1867	88410	100905
1868	88454	100853
1869	88488	100792
1870	88527	100735
1871	88577	100690
1872	88620	100638
1873	88672	100596
1874	88715	100544
1875	88764	100498
1876	88807	100446
1877	88853	100398
1878	88899	100348
1879	88944	100299
1880	88983	100242
1881	89027	100191
1882	89068	100136
1883	89107	100080
1884	89160	100039
1885	89204	99988
1886	89247	99936
1887	89291	99885
1888	89336	99835
1889	89388	99793
1890	89436	99747
1891	89483	99699
1892	89533	99654
1893	89583	99610
1894	89627	99560
1895	89673	99511
1896	89725	99469
1897	89795	99446
1898	89841	99397
1899	89894	99356
1900	89948	99317
1901	90008	99283
1902	90055	99236
1903	90107	99194
1904	90180	99175
1905	90223	99122
1906	90261	99065
1907	90301	99010
1908	90346	98960
1909	90395	98914
1910	90440	98864
1911	90481	98810
1912	90531	98766
1913	90575	98715
1914	90614	98658
1915	90647	98595
1916	90693	98546
1917	90732	98491
1918	90796	98461
1919	90834	98404
1920	90875	98350
1921	90927	98307
1922	90971	98256
1923	91020	98211
1924	91067	98163
1925	91109	98110
1926	91154	98060
1927	91196	98007
1928	91249	97967
1929	91305	97928
1930	91356	97885
1931	91396	97830
1932	91445	97784
1933	91493	97738
1934	91527	97676
1935	91572	97626
1936	91610	97569
1937	91653	97517
1938	91701	97470
1939	91747	97422
1940	91791	97372
1941	91833	97319
1942	91878	97269
1943	91931	97228
1944	91974	97175
1945	92022	97129
1946	92077	97090
1947	92157	97078
1948	92203	97028
1949	92250	96981
1950	92302	96938
1951	92347	96889
1952	92442	96891
1953	92551	96908
1954	92651	96916
1955	92691	96861
1956	92731	96807
1957	92773	96753
1958	92814	96699
1959	92865	96655
1960	92900	96595
1961	92935	96535
1962	92973	96477
1963	93020	96430
1964	93063	96379
1965	93101	96322
1966	93137	96262
1967	93186	96217
1968	93233	96169
1969	93285	96126
1970	93325	96071
1971	93378	96030
1972	93423	95980
1973	93471	95934
1974	93502	95869
1975	93543	95815
1976	93590	95767
1977	93629	95712
1978	93672	95660
1979	93724	95617
1980	93767	95565
1981	93812	95516
1982	93856	95466
1983	93901	95416
1984	93952	95372
1985	93992	95317
1986	94079	95310
1987	94144	95281
1988	94196	95237
1989	94239	95186
1990	94289	95142
1991	94333	95090
1992	94372	95035
1993	94414	94982
1994	94463	94937
1995	94509	94888
1996	94548	94832
1997	94594	94784
1998	94643	94738
1999	94690	94690
2000	94736	94641
2001	94790	94600
2002	94840	94556
2003	94889	94510
2004	94957	94483
2005	95018	94450
2006	95055	94392
2007	95093	94335
2008	95144	94291
2009	95175	94228
2010	95214	94172
2011	95260	94123
2012	95306	94075
2013	95347	94021
2014	95393	93973
2015	95445	93930
2016	95491	93881
2017	95531	93826
2018	95572	93773
2019	95610	93717
2020	95642	93655
2021	95683	93601
2022	95727	93550
2023	95766	93494
2024	95815	93449
2025	95855	93395
2026	95895	93341
2027	95940	93291
2028	95989	93245
2029	96055	93216
2030	96087	93154
2031	96121	93093
2032	96159	93038
2033	96197	92981
2034	96245	92934
2035	96322	92915
2036	96422	92920
2037	96530	92930
2038	96571	92877
2039	96608	92820
2040	96650	92767
2041	96695	92717
2042	96739	92666
2043	96773	92607
2044	96821	92559
2045	96869	92513
2046	96913	92463
2047	96961	92416
2048	97009	92369
2049	97045	92311
2050	97091	92263
2051	97131	92208
2052	97174	92157
2053	97218	92106
2054	97254	92048
2055	97298	91997
2056	97344	91950
2057	97389	91900
2058	97437	91853
2059	97484	91805
2060	97524	91751
2061	97570	91703
2062	97616	91654
2063	97663	91606
2064	97709	91558
2065	97750	91505
2066	97797	91457
2067	97841	91407
2068	97890	91361
2069	97937	91313
2070	97983	91265
2071	98021	91209
2072	98066	91160
2073	98116	91115
2074	98167	91071
2075	98204	91013
2076	98245	90961
2077	98291	90912
2078	98339	90865
2079	98391	90822
2080	98425	90763
2081	98467	90711
2082	98509	90659
2083	98563	90617
2084	98640	90597
2085	98750	90608
2086	98847	90606
2087	98913	90575
2088	98957	90525
2089	98999	90472
2090	99041	90420
2091	99085	90370
2092	99122	90313
2093	99179	90275
2094	99231	90232
2095	99277	90182
2096	99318	90130
2097	99363	90080
2098	99410	90033
2099	99449	89978
2100	99496	89930
2101	99543	89882
2102	99589	89834
2103	99635	89785
2104	99665	89722
2105	99701	89665
2106	99742	89612
2107	99794	89569
2108	99839	89519
2109	99878	89464
2110	99926	89417
2111	99973	89370
2112	100011	89314
2113	100061	89269
2114	100105	89219
2115	100151	89170
2116	100206	89130
2117	100250	89079
2118	100301	89036
2119	100336	88977
2120	100371	88919
2121	100416	88870
2122	100451	88812
2123	100494	88760
2124	100537	88709
2125	100586	88663
2126	100631	88614
2127	100680	88568
2128	100729	88522
2129	100771	88470
2130	100814	88419
2131	100868	88377
2132	100914	88329
2133	100960	88281
2134	101011	88237
2135	101054	88186
2136	101092	88130
2137	101135	88079
2138	101186	88035
2139	101232	87986
2140	101294	87952
2141	101350	87912
2142	101410	87876
2143	101470	87839
2144	101512	87788
2145	101545	87728
2146	101600	87687
2147	101646	87639
2148	101684	87584
2149	101727	87532
2150	101765	87477
2151	101816	87433
2152	101855	87378
2153	101897	87327
2154	101949	87283
2155	101982	87224
2156	102027	87175
2157	102069	87123
2158	102114	87073
2159	102162	87027
2160	102203	86974
2161	102251	86927
2162	102291	86874
2163	102330	86820
2164	102378	86773
2165	102424	86725
2166	102462	86670
2167	102507	86621
2168	102547	86567
2169	102595	86520
2170	102638	86469
2171	102689	86425
2172	102727	86370
2173	102767	86316
2174	102811	86266
2175	102843	86206
2176	102883	86153
2177	102929	86105
2178	102963	86046
2179	103013	86001
2180	103051	85947
2181	103087	85890
2182	103135	85844
2183	103190	85802
2184	103231	85750
2185	103275	85701
2186	103329	85659
2187	103369	85605
2188	103420	85561
2189	103464	85511
2190	103513	85465
2191	103560	85418
2192	103614	85376
2193	103662	85330
2194	103708	85281
2195	103760	85238
2196	103814	85196
2197	103862	85150
2198	103905	85099
2199	103947	85047
2200	103991	84997
2201	104028	84942
2202	104078	84897
2203	104111	84838
2204	104151	84785
2205	104238	84770
2206	104327	84757
2207	104391	84723
2208	104459	84693
2209	104501	84641
2210	104549	84595
2211	104597	84548
2212	104639	84496
2213	104689	84451
2214	104739	84405
2215	104780	84354
2216	104827	84306
2217	104869	84255
2218	104907	84199
2219	104951	84149
2220	104992	84098
2221	105054	84062
2222	105143	84048
2223	105231	84034
2224	105279	83986
2225	105333	83945
2226	105374	83892
2227	105418	83842
2228	105466	83795
2229	105506	83742
2230	105554	83695
2231	105599	83647
2232	105647	83600
2233	105696	83553
2234	105746	83508
2235	105791	83459
2236	105831	83406
2237	105887	83366
2238	105923	83310
2239	105963	83256
2240	106005	83205
2241	106044	83151
2242	106092	83105
2243	106131	83051
2244	106171	82998
2245	106219	82951
2246	106268	82905
2247	106318	82860
2248	106361	82809
2249	106408	82761
2250	106448	82709
2251	106493	82659
2252	106525	82600
2253	106569	82550
2254	106614	82502
2255	106662	82455
2256	106709	82408
2257	106748	82354
2258	106792	82304
2259	106837	82255
2260	106885	82209
2261	106925	82156
2262	106969	82106
2263	107013	82055
2264	107053	82003
2265	107104	81959
2266	107158	81916
2267	107207	81870
2268	107252	81821
2269	107298	81773
2270	107354	81733
2271	107400	81684
2272	107454	81642
2273	107492	81588
2274	107525	81530
2275	107562	81475
2276	107603	81423
2277	107651	81376
2278	107698	81329
2279	107736	81275
2280	107780	81225
2281	107829	81179
2282	107874	81130
2283	107914	81077
2284	107965	81032
2285	108017	80989
2286	108059	80938
2287	108101	80887
2288	108140	80833
2289	108186	80785
2290	108227	80733
2291	108272	80684
2292	108311	80631
2293	108362	80586
2294	108403	80535
2295	108449	80486
2296	108488	80433
2297	108523	80377
2298	108562	80324
2299	108598	80268
2300	108637	80215
2301	108683	80167
2302	108729	80118
2303	108782	80076
2304	108829	80028
2305	108870	79976
2306	108919	79931
2307	108956	79876
2308	109007	79832
2309	109049	79780
2310	109099	79735
2311	109146	79688
2312	109190	79638
2313	109233	79588
2314	109267	79531
2315	109315	79484
2316	109354	79431
2317	109399	79382
2318	109435	79327
2319	109480	79278
2320	109523	79228
2321	109560	79173
2322	109608	79127
2323	109652	79078
2324	109699	79031
2325	109746	78983
2326	109785	78930
2327	109825	78878
2328	109872	78830
2329	109918	78782
2330	109956	78729
2331	110008	78685
2332	110047	78632
2333	110085	78578
2334	110134	78532
2335	110166	78474
2336	110215	78429
2337	110260	78380
2338	110303	78330
2339	110350	78282
2340	110402	78238
2341	110441	78186
2342	110474	78129
2343	110516	78078
2344	110565	78032
2345	110628	77996
2346	110681	77953
2347	110734	77910
2348	110769	77854
2349	110809	77802
2350	110849	77750
2351	110902	77706
2352	110943	77655
2353	110989	77607
2354	111032	77557
2355	111077	77508
2356	111118	77457
2357	111166	77411
2358	111216	77366
2359	111267	77321
2360	111311	77272
2361	111347	77217
2362	111390	77167
2363	111435	77118
2364	111467	77061
2365	111516	77015
2366	111556	76963
2367	111606	76917
2368	111649	76868
2369	111690	76816
2370	111745	76775
2371	111791	76726
2372	111842	76682
2373	111885	76632
2374	111929	76583
2375	111969	76531
2376	112023	76489
2377	112089	76454
2378	112148	76415
2379	112198	76370
2380	112253	76328
2381	112304	76283
2382	112347	76234
2383	112393	76185
2384	112440	76138
2385	112479	76086
2386	112513	76030
2387	112554	75978
2388	112588	75923
2389	112631	75873
2390	112679	75826
2391	112717	75773
2392	112760	75723
2393	112805	75674
2394	112845	75622
2395	112886	75571
2396	112936	75526
2397	112968	75469
2398	113007	75416
2399	113053	75369
2400	113100	75321
2401	113143	75271
2402	113200	75231
2403	113256	75190
2404	113309	75146
2405	113358	75100
2406	113398	75049
2407	113445	75002
2408	113497	74958
2409	113543	74910
2410	113584	74859
2411	113632	74813
2412	113674	74762
2413	113724	74716
2414	113772	74670
2415	113809	74616
2416	113849	74565
2417	113896	74517
2418	113943	74470
2419	113994	74425
2420	114037	74376
2421	114090	74333
2422	114138	74286
2423	114184	74238
2424	114231	74191
2425	114277	74143
2426	114314	74089
2427	114364	74044
2428	114410	73997
2429	114462	73953
2430	114523	73914
2431	114575	73870
2432	114617	73820
2433	114656	73768
2434	114694	73715
2435	114733	73663
2436	114786	73619
2437	114835	73573
2438	114875	73522
2439	114925	73477
2440	114973	73430
2441	115014	73379
2442	115057	73330
2443	115107	73284
2444	115152	73235
2445	115193	73185
2446	115232	73132
2447	115279	73085
2448	115324	73037
2449	115372	72990
2450	115413	72939
2451	115455	72889
2452	115489	72834
2453	115538	72788
2454	115578	72736
2455	115616	72684
2456	115668	72639
2457	115709	72588
2458	115753	72540
2459	115793	72488
2460	115846	72445
2461	115896	72400
2462	115948	72355
2463	115991	72306
2464	116030	72254
2465	116075	72205
2466	116131	72164
2467	116169	72111
2468	116210	72060
2469	116265	72018
2470	116313	71972
2471	116349	71918
2472	116391	71868
2473	116443	71824
2474	116491	71777
2475	116530	71725
2476	116571	71674
2477	116615	71626
2478	116666	71580
2479	116711	71532
2480	116773	71494
2481	116826	71451
2482	116877	71406
2483	116931	71364
2484	116975	71314
2485	117008	71259
2486	117057	71213
2487	117104	71166
2488	117149	71117
2489	117188	71065
2490	117234	71018
2491	117286	70974
2492	117318	70918
2493	117368	70873
2494	117413	70824
2495	117448	70770
2496	117495	70723
2497	117536	70672
2498	117579	70622
2499	117623	70574
2500	117659	70520
2501	117703	70471
2502	117753	70426
2503	117798	70377
2504	117845	70330
2505	117881	70277
2506	117955	70246
2507	118015	70207
2508	118061	70159
2509	118107	70111
2510	118155	70064
2511	118195	70013
2512	118262	69978
2513	118348	69954
2514	118390	69904
2515	118429	69852
2516	118478	69806
2517	118525	69759
2518	118576	69714
2519	118619	69665
2520	118670	69620
2521	118722	69576
2522	118769	69529
2523	118808	69477
2524	118853	69429
2525	118894	69378
2526	118936	69328
2527	118990	69285
2528	119095	69272
2529	119218	69269
2530	119305	69245
2531	119379	69213
2532	119426	69166
2533	119471	69117
2534	119504	69062
2535	119556	69018
2536	119601	68970
2537	119646	68921
2538	119696	68876
2539	119732	68822
2540	119774	68772
2541	119823	68726
2542	119863	68675
2543	119916	68631
2544	119966	68585
2545	120005	68534
2546	120047	68484
2547	120086	68432
2548	120125	68380
2549	120163	68328
2550	120196	68272
2551	120241	68225
2552	120289	68178
2553	120329	68127
2554	120409	68098
2555	120494	68072
2556	120609	68063
2557	120728	68057
2558	120846	68049
2559	120923	68019
2560	120957	67964
2561	120997	67913
2562	121045	67866
2563	121098	67822
2564	121138	67771
2565	121177	67719
2566	121216	67667
2567	121250	67613
2568	121287	67560
2569	121338	67515
2570	121381	67465
2571	121427	67417
2572	121472	67369
2573	121511	67317
2574	121553	67267
2575	121595	67217
2576	121643	67170
2577	121688	67122
2578	121730	67072
2579	121771	67021
2580	121814	66972
2581	121860	66924
2582	121905	66875
2583	121948	66826
2584	121990	66776
2585	122041	66731
2586	122119	66701
2587	122237	66692
2588	122328	66668
2589	122386	66627
2590	122502	66617
2591	122581	66587
2592	122631	66541
2593	122663	66485
2594	122707	66436
2595	122755	66389
2596	122800	66341
2597	122836	66288
2598	122881	66239
2599	122927	66191
2600	122967	66140
2601	122996	66083
2602	123048	66038
2603	123092	65989
2604	123142	65944
2605	123182	65892
2606	123228	65844
2607	123269	65793
2608	123305	65740
2609	123347	65691
2610	123390	65641
2611	123438	65594
2612	123485	65547
2613	123535	65501
2614	123578	65451
2615	123617	65400
2616	123658	65349
2617	123698	65298
2618	123746	65251
2619	123789	65201
2620	123839	65156
2621	123876	65103
2622	123976	65084
2623	124044	65047
2624	124093	65001
2625	124137	64952
2626	124180	64902
2627	124232	64858
2628	124283	64812
2629	124336	64768
2630	124385	64721
2631	124428	64672
2632	124467	64621
2633	124512	64572
2634	124563	64527
2635	124614	64481
2636	124653	64430
2637	124698	64381
2638	124737	64330
2639	124779	64280
2640	124821	64230
2641	124862	64179
2642	124907	64131
2643	124959	64086
2644	125002	64037
2645	125038	63984
2646	125082	63935
2647	125130	63888
2648	125170	63837
2649	125206	63784
2650	125249	63735
2651	125295	63687
2652	125349	63643
2653	125397	63596
2654	125434	63544
2655	125499	63505
2656	125543	63456
2657	125587	63408
2658	125628	63357
2659	125666	63305
2660	125708	63255
2661	125747	63204
2662	125792	63156
2663	125834	63106
2664	125869	63053
2665	125914	63004
2666	125962	62957
2667	125993	62902
2668	126041	62855
2669	126080	62804
2670	126125	62755
2671	126166	62705
2672	126207	62655
2673	126249	62605
2674	126291	62555
2675	126339	62508
2676	126408	62472
2677	126486	62440
2678	126559	62405
2679	126591	62351
2680	126644	62306
2681	126696	62261
2682	126728	62207
2683	126765	62154
2684	126811	62106
2685	126846	62053
2686	126890	62004
2687	126930	61953
2688	126974	61905
2689	127021	61857
2690	127066	61809
2691	127117	61764
2692	127160	61715
2693	127202	61665
2694	127251	61618
2695	127292	61568
2696	127344	61523
2697	127394	61478
2698	127436	61428
2699	127480	61379
2700	127531	61333
2701	127574	61285
2702	127623	61238
2703	127692	61201
2704	127760	61164
2705	127818	61122
2706	127868	61076
2707	127919	61031
2708	127967	60984
2709	128001	60930
2710	128050	60884
2711	128090	60833
2712	128137	60785
2713	128187	60740
2714	128233	60692
2715	128285	60647
2716	128326	60597
2717	128370	60548
2718	128407	60496
2719	128445	60444
2720	128493	60397
2721	128542	60351
2722	128579	60299
2723	128623	60250
2724	128665	60201
2725	128716	60155
2726	128757	60105
2727	128807	60059
2728	128842	60007
2729	128914	59971
2730	128955	59920
2731	129005	59874
2732	129042	59823
2733	129087	59775
2734	129135	59728
2735	129188	59683
2736	129237	59637
2737	129282	59589
2738	129332	59543
2739	129377	59494
2740	129428	59449
2741	129462	59395
2742	129508	59348
2743	129563	59304
2744	129623	59263
2745	129680	59220
2746	129736	59177
2747	129793	59134
2748	129859	59095
2749	129900	59045
2750	129952	59000
2751	129990	58949
2752	130033	58900
2753	130076	58850
2754	130118	58801
2755	130165	58754
2756	130209	58705
2757	130248	58654
2758	130290	58604
2759	130332	58555
2760	130378	58507
2761	130424	58459
2762	130463	58408
2763	130510	58361
2764	130559	58315
2765	130594	58262
2766	130645	58216
2767	130684	58166
2768	130717	58112
2769	130767	58066
2770	130807	58016
2771	130852	57967
2772	130898	57920
2773	130946	57873
2774	130990	57824
2775	131022	57770
2776	131066	57721
2777	131097	57667
2778	131138	57618
2779	131186	57571
2780	131232	57523
2781	131280	57476
2782	131324	57427
2783	131366	57378
2784	131408	57329
2785	131449	57279
2786	131488	57228
2787	131543	57184
2788	131578	57132
2789	131614	57080
2790	131657	57031
2791	131699	56981
2792	131749	56935
2793	131791	56886
2794	131838	56839
2795	131875	56787
2796	131914	56737
2797	131955	56686
2798	131992	56635
2799	132033	56585
2800	132076	56536
2801	132119	56488
2802	132164	56439
2803	132208	56391
2804	132254	56343
2805	132296	56294
2806	132338	56245
2807	132387	56198
2808	132440	56154
2809	132490	56107
2810	132529	56057
2811	132575	56010
2812	132628	55965
2813	132670	55916
2814	132720	55869
2815	132755	55817
2816	132796	55767
2817	132859	55727
2818	132927	55688
2819	132982	55645
2820	133044	55604
2821	133094	55558
2822	133145	55512
2823	133201	55469
2824	133246	55421
2825	133286	55370
2826	133325	55320
2827	133363	55269
2828	133411	55222
2829	133457	55175
2830	133507	55129
2831	133548	55079
2832	133587	55028
2833	133634	54981
2834	133679	54933
2835	133712	54880
2836	133759	54833
2837	133836	54798
2838	133931	54770
2839	133985	54726
2840	134036	54680
2841	134084	54633
2842	134119	54581
2843	134165	54534
2844	134216	54488
2845	134259	54439
2846	134312	54394
2847	134373	54353
2848	134439	54313
2849	134481	54264
2850	134531	54218
2851	134575	54169
2852	134621	54122
2853	134663	54073
2854	134699	54021
2855	134755	53977
2856	134810	53933
2857	134852	53884
2858	134896	53836
2859	134938	53786
2860	134980	53737
2861	135026	53689
2862	135071	53641
2863	135120	53595
2864	135170	53549
2865	135208	53498
2866	135259	53452
2867	135306	53405
2868	135342	53353
2869	135383	53304
2870	135431	53257
2871	135476	53209
2872	135519	53160
2873	135563	53112
2874	135599	53060
2875	135645	53013
2876	135687	52964
2877	135728	52914
2878	135772	52866
2879	135815	52817
2880	135866	52771
2881	135915	52725
2882	135960	52676
2883	135992	52624
2884	136050	52580
2885	136090	52531
2886	136142	52485
2887	136191	52439
2888	136240	52392
2889	136285	52344
2890	136320	52293
2891	136371	52247
2892	136415	52199
2893	136467	52153
2894	136519	52108
2895	136559	52058
2896	136622	52017
2897	136707	51984
2898	136756	51938
2899	136793	51887
2900	136847	51842
2901	136889	51793
2902	137007	51773
2903	137116	51749
2904	137216	51721
2905	137258	51672
2906	137303	51624
2907	137363	51582
2908	137412	51535
2909	137453	51486
2910	137495	51436
2911	137537	51387
2912	137591	51342
2913	137639	51295
2914	137684	51247
2915	137721	51196
2916	137765	51148
2917	137805	51098
2918	137845	51048
2919	137875	50995
2920	137922	50947
2921	137971	50901
2922	138034	50859
2923	138079	50811
2924	138116	50760
2925	138157	50711
2926	138199	50662
2927	138237	50611
2928	138279	50562
2929	138324	50514
2930	138376	50468
2931	138429	50423
2932	138478	50377
2933	138512	50325
2934	138554	50276
2935	138591	50225
2936	138635	50177
2937	138678	50128
2938	138715	50077
2939	138754	50027
2940	138799	49979
2941	138835	49927
2942	138882	49880
2943	138931	49834
2944	138973	49784
2945	139018	49737
2946	139069	49691
2947	139113	49642
2948	139167	49598
2949	139207	49548
2950	139254	49501
2951	139293	49451
2952	139369	49413
2953	139429	49371
2954	139468	49321
2955	139514	49273
2956	139561	49226
2957	139613	49180
2958	139680	49140
2959	139742	49098
2960	139796	49053
2961	139851	49009
2962	139889	48959
2963	139922	48906
2964	139956	48854
2965	139994	48804
2966	140045	48758
2967	140085	48709
2968	140129	48660
2969	140170	48611
2970	140221	48565
2971	140312	48533
2972	140414	48504
2973	140511	48475
2974	140561	48428
2975	140607	48381
2976	140651	48332
2977	140744	48301
2978	140808	48259
2979	140852	48211
2980	140898	48163
2981	140939	48114
2982	140988	48067
2983	141029	48018
2984	141071	47969
2985	141116	47920
2986	141163	47873
2987	141204	47824
2988	141243	47774
2989	141290	47726
2990	141337	47679
2991	141381	47631
2992	141432	47585
2993	141476	47536
2994	141521	47488
2995	141559	47438
2996	141598	47388
2997	141648	47341
2998	141695	47294
2999	141735	47245
3000	141782	47197
3001	141835	47152
3002	141880	47104
3003	141919	47054
3004	141971	47008
3005	142026	46964
3006	142075	46917
3007	142120	46869
3008	142158	46819
3009	142200	46770
3010	142243	46721
3011	142295	46676
3012	142342	46628
3013	142391	46582
3014	142430	46531
3015	142477	46484
3016	142530	46439
3017	142578	46392
3018	142624	46344
3019	142679	46299
3020	142743	46258
3021	142808	46216
3022	142892	46181
3023	143011	46157
3024	143060	46110
3025	143117	46066
3026	143162	46018
3027	143204	45969
3028	143255	45923
3029	143295	45873
3030	143337	45824
3031	143381	45776
3032	143419	45725
3033	143461	45677
3034	143512	45630
3035	143564	45584
3036	143619	45540
3037	143656	45489
3038	143707	45443
3039	143752	45395
3040	143792	45346
3041	143838	45298
3042	143884	45250
3043	143932	45203
3044	143985	45158
3045	144020	45106
3046	144069	45060
3047	144109	45010
3048	144149	44960
3049	144187	44910
3050	144225	44860
3051	144273	44813
3052	144320	44766
3053	144362	44717
3054	144414	44671
3055	144474	44628
3056	144519	44580
3057	144564	44532
3058	144611	44484
3059	144649	44434
3060	144693	44386
3061	144739	44338
3062	144780	44289
3063	144816	44239
3064	144862	44191
3065	144906	44143
3066	144950	44094
3067	144983	44043
3068	145032	43996
3069	145071	43946
3070	145116	43898
3071	145163	43851
3072	145201	43801
3073	145239	43751
3074	145289	43705
3075	145350	43661
3076	145405	43616
3077	145470	43575
3078	145540	43534
3079	145608	43493
3080	145658	43447
3081	145707	43400
3082	145754	43352
3083	145802	43305
3084	145842	43256
3085	145892	43209
3086	145930	43159
3087	145975	43111
3088	146019	43063
3089	146067	43016
3090	146105	42966
3091	146151	42918
3092	146198	42871
3093	146238	42822
3094	146283	42774
3095	146329	42726
3096	146373	42678
3097	146419	42630
3098	146451	42579
3099	146495	42531
3100	146545	42484
3101	146587	42435
3102	146646	42391
3103	146693	42344
3104	146740	42297
3105	146794	42251
